checkoutToLoginRatio,cartToSearchRatio,highMemFraction,totalEstimatedCost,invocationEntropy,totalInvocations,hour_of_day,invocations_login,invocations_search,invocations_product,invocations_cart,invocations_checkout,avgDurationMs_login,avgDurationMs_search,avgDurationMs_product,avgDurationMs_cart,avgDurationMs_checkout,estimatedCost_login,estimatedCost_search,estimatedCost_product,estimatedCost_cart,estimatedCost_checkout,deltaTotalInvocations,deltaTotalEstimatedCost,anomaly,anomalyScore
0.1519,0.4794,0.1242,2.19e-06,1.8694,4510.0,18.0,770.0,924.0,2256.0,443.0,117.0,51.59,121.64,102.41,151.57,413.77,8e-08,4.7e-07,9.6e-07,2.8e-07,4e-07,17.0,8.000000000000008e-08,0,0.0
0.0972,0.5212,0.1228,1.78e-06,1.8524,3845.0,19.0,679.0,779.0,1915.0,406.0,66.0,52.53,121.91,102.37,153.87,416.74,7e-08,4e-07,8.2e-07,2.6e-07,2.3e-07,-665.0,-4.100000000000003e-07,0,0.0
0.1008,0.4861,0.116,1.69e-06,1.8282,3725.0,19.0,635.0,757.0,1901.0,368.0,64.0,52.16,121.7,101.6,148.15,380.74,7e-08,3.8e-07,8.1e-07,2.3e-07,2e-07,-120.0,-8.999999999999999e-08,0,0.0
0.1326,0.5233,0.1274,1.77e-06,1.8648,3651.0,19.0,626.0,730.0,1830.0,382.0,83.0,52.13,123.43,102.06,155.03,424.42,7e-08,3.8e-07,7.8e-07,2.5e-07,2.9e-07,-74.0,8.000000000000008e-08,0,0.0
0.1116,0.4802,0.1207,1.74e-06,1.8632,3712.0,19.0,654.0,781.0,1829.0,375.0,73.0,51.94,122.06,101.43,151.63,422.31,7e-08,4e-07,7.7e-07,2.4e-07,2.6e-07,61.0,-2.9999999999999925e-08,0,0.0
0.119,0.5042,0.123,1.66e-06,1.8553,3513.0,19.0,605.0,714.0,1762.0,360.0,72.0,51.68,122.97,102.68,153.53,384.0,7e-08,3.7e-07,7.6e-07,2.3e-07,2.3e-07,-199.0,-8.000000000000008e-08,0,0.0
0.13,0.506,0.1283,1.71e-06,1.8843,3593.0,19.0,631.0,749.0,1752.0,379.0,82.0,51.85,124.56,102.71,151.04,384.84,7e-08,3.9e-07,7.5e-07,2.4e-07,2.6e-07,80.0,4.9999999999999945e-08,0,0.0
0.1145,0.4865,0.1196,1.67e-06,1.8515,3611.0,19.0,629.0,740.0,1810.0,360.0,72.0,52.29,120.56,101.32,152.07,386.59,7e-08,3.7e-07,7.7e-07,2.3e-07,2.3e-07,18.0,-3.999999999999983e-08,0,0.0
0.1081,0.4959,0.1233,1.65e-06,1.8678,3512.0,19.0,620.0,738.0,1721.0,366.0,67.0,52.48,123.45,103.14,147.18,433.74,7e-08,3.8e-07,7.4e-07,2.2e-07,2.4e-07,-99.0,-2.000000000000002e-08,0,0.0
0.1161,0.4686,0.1168,1.55e-06,1.8462,3322.0,19.0,577.0,685.0,1672.0,321.0,67.0,52.3,123.17,101.67,154.89,396.47,6e-08,3.5e-07,7.1e-07,2.1e-07,2.2e-07,-190.0,-1.000000000000001e-07,0,0.0
0.1325,0.4891,0.1216,1.61e-06,1.8543,3389.0,19.0,581.0,685.0,1711.0,335.0,77.0,51.52,124.55,101.04,152.82,409.35,6e-08,3.6e-07,7.2e-07,2.1e-07,2.6e-07,67.0,6.000000000000006e-08,0,0.0
0.1302,0.4813,0.1207,1.67e-06,1.8525,3521.0,19.0,599.0,721.0,1776.0,347.0,78.0,51.57,118.46,102.2,153.95,417.25,6e-08,3.6e-07,7.6e-07,2.2e-07,2.7e-07,132.0,6.000000000000006e-08,0,0.0
0.1107,0.4858,0.1205,1.48e-06,1.8597,3227.0,19.0,569.0,671.0,1598.0,326.0,63.0,52.03,120.53,101.12,147.45,392.89,6e-08,3.4e-07,6.7e-07,2e-07,2.1e-07,-294.0,-1.9000000000000009e-07,0,0.0
0.1595,0.5144,0.1312,1.58e-06,1.885,3262.0,20.0,558.0,659.0,1617.0,339.0,89.0,51.1,120.14,101.17,153.53,396.6,6e-08,3.3e-07,6.8e-07,2.2e-07,2.9e-07,35.0,9.999999999999989e-08,0,0.0
0.1188,0.5007,0.1244,1.56e-06,1.8684,3319.0,20.0,581.0,687.0,1638.0,344.0,69.0,52.45,122.8,102.88,154.23,395.97,6e-08,3.5e-07,7e-07,2.2e-07,2.3e-07,57.0,-1.999999999999981e-08,0,0.0
0.1119,0.5062,0.1222,1.47e-06,1.8572,3191.0,20.0,563.0,646.0,1592.0,327.0,63.0,51.25,119.47,101.4,151.79,393.33,6e-08,3.2e-07,6.7e-07,2.1e-07,2.1e-07,-128.0,-9.00000000000002e-08,0,0.0
0.0932,0.4633,0.1116,1.42e-06,1.8222,3171.0,20.0,547.0,654.0,1616.0,303.0,51.0,50.62,118.66,100.07,151.22,395.57,6e-08,3.2e-07,6.8e-07,1.9e-07,1.7e-07,-20.0,-4.9999999999999945e-08,0,0.0
0.1171,0.5008,0.1231,1.49e-06,1.8589,3209.0,20.0,555.0,659.0,1600.0,330.0,65.0,50.93,120.14,100.42,150.2,405.53,6e-08,3.3e-07,6.7e-07,2.1e-07,2.2e-07,38.0,6.999999999999997e-08,0,0.0
0.125,0.5235,0.1266,1.49e-06,1.8642,3184.0,20.0,552.0,638.0,1591.0,334.0,69.0,51.01,120.36,100.57,151.59,402.98,6e-08,3.2e-07,6.7e-07,2.1e-07,2.3e-07,-25.0,0.0,0,0.0
0.1161,0.4589,0.116,1.35e-06,1.8486,2914.0,20.0,508.0,608.0,1460.0,279.0,59.0,51.3,122.71,100.75,155.73,398.5,5e-08,3.1e-07,6.1e-07,1.8e-07,2e-07,-270.0,-1.3999999999999993e-07,0,0.0
0.1284,0.491,0.1243,1.39e-06,1.8718,2944.0,20.0,514.0,611.0,1453.0,300.0,66.0,51.27,121.69,101.25,151.18,406.76,6e-08,3.1e-07,6.1e-07,1.9e-07,2.2e-07,30.0,4.000000000000004e-08,0,0.0
0.1209,0.5123,0.125,1.41e-06,1.8633,2999.0,20.0,521.0,609.0,1494.0,312.0,63.0,52.95,124.15,101.68,150.31,376.91,6e-08,3.2e-07,6.3e-07,2e-07,2e-07,55.0,2.000000000000002e-08,0,0.0
0.1373,0.4766,0.1224,1.36e-06,1.8712,2900.0,20.0,510.0,598.0,1437.0,285.0,70.0,51.49,121.21,101.21,153.97,381.89,5e-08,3e-07,6.1e-07,1.8e-07,2.2e-07,-99.0,-5.0000000000000157e-08,0,0.0
0.126,0.5092,0.1271,1.36e-06,1.876,2904.0,20.0,508.0,599.0,1428.0,305.0,64.0,50.78,120.46,102.54,152.12,393.17,5e-08,3e-07,6.1e-07,1.9e-07,2.1e-07,4.0,0.0,0,0.0
0.1337,0.5125,0.1273,1.32e-06,1.8759,2772.0,20.0,486.0,562.0,1371.0,288.0,65.0,51.79,122.91,101.74,146.29,400.59,5e-08,2.9e-07,5.8e-07,1.8e-07,2.2e-07,-132.0,-3.999999999999983e-08,0,0.0
0.1338,0.5027,0.1231,8.7e-07,1.8492,1869.0,21.0,314.0,374.0,951.0,188.0,42.0,51.15,123.41,99.67,148.68,383.18,3e-08,1.9e-07,4e-07,1.2e-07,1.3e-07,-903.0,-4.5000000000000003e-07,0,0.0
0.1385,0.5013,0.1228,8.8e-07,1.8527,1898.0,21.0,325.0,375.0,965.0,188.0,45.0,50.67,117.0,99.57,152.18,411.08,3e-08,1.8e-07,4e-07,1.2e-07,1.5e-07,29.0,1.000000000000001e-08,0,0.0
0.0889,0.4893,0.1176,8.1e-07,1.8426,1794.0,21.0,315.0,374.0,894.0,183.0,28.0,52.31,117.4,103.5,153.14,404.6,3e-08,1.8e-07,3.9e-07,1.2e-07,9e-08,-104.0,-7.000000000000007e-08,0,0.0
0.0954,0.458,0.1127,7.6e-07,1.8303,1642.0,21.0,283.0,345.0,829.0,158.0,27.0,51.41,122.81,101.94,148.98,434.26,3e-08,1.8e-07,3.5e-07,1e-07,1e-07,-152.0,-4.9999999999999945e-08,0,0.0
0.1291,0.5253,0.1285,8.3e-07,1.8696,1759.0,21.0,302.0,356.0,875.0,187.0,39.0,50.45,122.38,100.82,150.47,407.87,3e-08,1.8e-07,3.7e-07,1.2e-07,1.3e-07,117.0,6.999999999999997e-08,0,0.0
0.1336,0.5272,0.1306,8.2e-07,1.8878,1723.0,21.0,307.0,349.0,842.0,184.0,41.0,52.56,125.18,101.27,158.38,392.11,3e-08,1.8e-07,3.6e-07,1.2e-07,1.3e-07,-36.0,-1.000000000000001e-08,0,0.0
0.1193,0.5589,0.131,7.7e-07,1.8631,1672.0,21.0,285.0,331.0,837.0,185.0,34.0,51.01,121.6,100.28,153.95,337.74,3e-08,1.7e-07,3.5e-07,1.2e-07,1e-07,-51.0,-4.9999999999999945e-08,0,0.0
0.1538,0.4604,0.1199,7.9e-07,1.8561,1610.0,21.0,273.0,328.0,816.0,151.0,42.0,51.43,123.85,100.96,152.98,417.72,3e-08,1.7e-07,3.4e-07,1e-07,1.5e-07,-62.0,1.9999999999999914e-08,0,0.0
0.1373,0.5491,0.1358,7.7e-07,1.8991,1605.0,21.0,284.0,326.0,777.0,179.0,39.0,52.55,119.11,102.52,154.99,388.03,3e-08,1.6e-07,3.3e-07,1.2e-07,1.3e-07,-5.0,-1.9999999999999914e-08,0,0.0
0.1316,0.5174,0.1276,7.4e-07,1.868,1559.0,21.0,266.0,317.0,777.0,164.0,35.0,50.63,120.59,101.94,145.4,403.63,3e-08,1.6e-07,3.3e-07,1e-07,1.2e-07,-46.0,-3.000000000000003e-08,0,0.0
0.1115,0.4765,0.1166,7.7e-07,1.8392,1664.0,21.0,287.0,340.0,843.0,162.0,32.0,55.78,123.6,102.47,147.11,388.36,3e-08,1.8e-07,3.6e-07,1e-07,1e-07,105.0,3.000000000000003e-08,0,0.0
0.1522,0.4894,0.1259,7.8e-07,1.8735,1612.0,21.0,276.0,329.0,804.0,161.0,42.0,51.61,123.36,101.75,155.79,388.11,3e-08,1.7e-07,3.4e-07,1e-07,1.4e-07,-52.0,1.000000000000001e-08,0,0.0
0.1062,0.4894,0.1229,7.2e-07,1.8682,1554.0,22.0,273.0,331.0,759.0,162.0,29.0,51.75,120.19,101.98,148.37,419.65,3e-08,1.7e-07,3.2e-07,1e-07,1e-07,-58.0,-6.000000000000006e-08,0,0.0
0.1107,0.481,0.1153,7.2e-07,1.8286,1579.0,22.0,271.0,316.0,810.0,152.0,30.0,49.64,121.05,101.1,148.49,406.17,3e-08,1.6e-07,3.4e-07,9e-08,1e-07,25.0,0.0,0,0.0
0.1254,0.5289,0.1315,7.6e-07,1.8877,1589.0,22.0,279.0,329.0,772.0,174.0,35.0,52.19,121.32,102.45,147.71,424.28,3e-08,1.7e-07,3.3e-07,1.1e-07,1.2e-07,10.0,4.000000000000004e-08,0,0.0
0.1313,0.5188,0.1258,7.1e-07,1.8655,1478.0,22.0,259.0,293.0,740.0,152.0,34.0,52.26,121.23,103.09,153.63,386.08,3e-08,1.5e-07,3.2e-07,1e-07,1.1e-07,-111.0,-5.000000000000005e-08,0,0.0
0.1474,0.5304,0.1322,7e-07,1.8829,1467.0,22.0,251.0,296.0,726.0,157.0,37.0,52.04,117.33,101.87,153.59,380.61,3e-08,1.4e-07,3.1e-07,1e-07,1.2e-07,-11.0,-1.000000000000001e-08,0,0.0
0.1158,0.4824,0.1207,7e-07,1.8565,1500.0,22.0,259.0,313.0,747.0,151.0,30.0,50.1,121.46,101.87,149.04,415.27,3e-08,1.6e-07,3.2e-07,9e-08,1e-07,33.0,0.0,0,0.0
0.1647,0.4848,0.1253,7.3e-07,1.867,1477.0,22.0,249.0,297.0,746.0,144.0,41.0,52.95,123.43,102.13,152.3,405.87,3e-08,1.5e-07,3.2e-07,9e-08,1.4e-07,-23.0,3.000000000000003e-08,0,0.0
0.1107,0.5017,0.1236,6.6e-07,1.8614,1408.0,22.0,244.0,293.0,697.0,147.0,27.0,52.22,122.25,101.79,141.89,389.1,3e-08,1.5e-07,3e-07,9e-08,9e-08,-69.0,-6.999999999999997e-08,0,0.0
0.0963,0.4231,0.1086,5.4e-07,1.8424,1206.0,22.0,218.0,260.0,597.0,110.0,21.0,53.41,121.46,102.02,159.33,396.06,2e-08,1.3e-07,2.5e-07,7e-08,7e-08,-202.0,-1.2000000000000002e-07,0,0.0
0.1027,0.4903,0.1164,5.9e-07,1.8329,1289.0,22.0,224.0,259.0,656.0,127.0,23.0,51.49,121.43,100.77,152.45,404.13,2e-08,1.3e-07,2.8e-07,8e-08,8e-08,83.0,4.9999999999999945e-08,0,0.0
0.1102,0.4748,0.1176,6.2e-07,1.8498,1344.0,22.0,236.0,278.0,672.0,132.0,26.0,51.8,121.93,99.24,151.02,405.55,3e-08,1.4e-07,2.8e-07,8e-08,9e-08,55.0,3.000000000000003e-08,0,0.0
0.0727,0.506,0.1121,5.6e-07,1.8004,1276.0,22.0,220.0,251.0,662.0,127.0,16.0,51.88,121.04,101.65,150.53,354.01,2e-08,1.3e-07,2.8e-07,8e-08,5e-08,-68.0,-5.999999999999995e-08,0,0.0
0.09,0.5505,0.1232,2.5e-07,1.8428,560.0,23.0,100.0,109.0,282.0,60.0,9.0,52.87,112.52,100.11,146.23,412.64,1e-08,5e-08,1.2e-07,4e-08,3e-08,-716.0,-3.1000000000000005e-07,0,0.0
0.1512,0.5049,0.131,2.4e-07,1.8932,496.0,23.0,86.0,103.0,242.0,52.0,13.0,50.63,119.55,102.84,152.6,444.54,1e-08,5e-08,1e-07,3e-08,5e-08,-64.0,-1.000000000000001e-08,0,0.0
0.1042,0.4545,0.1103,2.5e-07,1.8254,544.0,23.0,96.0,110.0,278.0,50.0,10.0,52.6,115.85,103.81,140.58,433.05,1e-08,5e-08,1.2e-07,3e-08,4e-08,48.0,1.000000000000001e-08,0,0.0
0.0889,0.5,0.1202,2.2e-07,1.8606,491.0,23.0,90.0,102.0,240.0,51.0,8.0,52.59,122.77,100.32,147.2,387.74,1e-08,5e-08,1e-07,3e-08,3e-08,-53.0,-2.999999999999998e-08,0,0.0
0.0968,0.5865,0.1259,2.5e-07,1.8207,556.0,23.0,93.0,104.0,289.0,61.0,9.0,54.65,124.58,98.22,144.19,422.23,1e-08,5e-08,1.2e-07,4e-08,3e-08,65.0,2.999999999999998e-08,0,0.0
0.0947,0.4732,0.1188,2.4e-07,1.8663,522.0,23.0,95.0,112.0,253.0,53.0,9.0,52.67,117.94,99.96,151.32,370.69,1e-08,6e-08,1.1e-07,3e-08,3e-08,-34.0,-1.000000000000001e-08,0,0.0
0.1818,0.52,0.131,2.6e-07,1.8761,519.0,23.0,88.0,100.0,263.0,52.0,16.0,47.74,121.9,102.17,152.59,422.21,1e-08,5e-08,1.1e-07,3e-08,6e-08,-3.0,2.000000000000002e-08,0,0.0
0.058,0.4941,0.1186,1.7e-07,1.8447,388.0,23.0,69.0,85.0,188.0,42.0,4.0,54.11,122.17,100.69,150.52,430.52,1e-08,4e-08,8e-08,3e-08,1e-08,-131.0,-9.000000000000001e-08,0,0.0
0.1017,0.5,0.1105,1.6e-07,1.7858,353.0,23.0,59.0,66.0,189.0,33.0,6.0,51.37,118.78,102.5,152.54,373.13,1e-08,3e-08,8e-08,2e-08,2e-08,-35.0,-9.999999999999984e-09,0,0.0
0.137,0.5122,0.1262,2e-07,1.873,412.0,23.0,73.0,82.0,205.0,42.0,10.0,51.68,122.98,101.1,149.79,391.76,1e-08,4e-08,9e-08,3e-08,3e-08,59.0,3.999999999999999e-08,0,0.0
0.1159,0.375,0.1011,1.8e-07,1.8319,376.0,23.0,69.0,80.0,189.0,30.0,8.0,49.29,123.65,104.26,153.92,468.78,1e-08,4e-08,8e-08,2e-08,3e-08,-36.0,-1.9999999999999994e-08,0,0.0
0.2407,0.5156,0.1407,1.8e-07,1.9092,327.0,23.0,54.0,64.0,163.0,33.0,13.0,52.58,129.32,100.97,158.69,420.02,1e-08,3e-08,7e-08,2e-08,5e-08,-49.0,0.0,0,0.0
0.0847,0.4225,0.1039,1.5e-07,1.8095,337.0,0.0,59.0,71.0,172.0,30.0,5.0,50.99,116.14,102.42,150.32,390.04,1e-08,3e-08,7e-08,2e-08,2e-08,10.0,-3.0000000000000004e-08,0,0.0
0.0893,0.5385,0.122,1.5e-07,1.8305,328.0,0.0,56.0,65.0,167.0,35.0,5.0,52.41,124.09,100.49,154.8,411.74,1e-08,3e-08,7e-08,2e-08,2e-08,-9.0,0.0,0,0.0
0.1364,0.4722,0.115,1.7e-07,1.8356,374.0,0.0,66.0,72.0,193.0,34.0,9.0,47.23,127.45,100.55,145.41,301.26,1e-08,4e-08,8e-08,2e-08,2e-08,46.0,1.9999999999999994e-08,0,0.0
0.0755,0.5,0.12,1.4e-07,1.849,300.0,0.0,53.0,64.0,147.0,32.0,4.0,50.23,119.2,100.39,155.85,509.31,1e-08,3e-08,6e-08,2e-08,2e-08,-74.0,-2.999999999999998e-08,0,0.0
0.0755,0.5088,0.1134,1.3e-07,1.8208,291.0,0.0,53.0,57.0,148.0,29.0,4.0,53.61,121.27,100.91,161.86,386.84,1e-08,3e-08,6e-08,2e-08,1e-08,-9.0,-1.000000000000001e-08,0,0.0
0.129,0.4048,0.1135,8e-08,1.857,185.0,0.0,31.0,42.0,91.0,17.0,4.0,43.99,119.14,103.35,161.37,446.66,0.0,2e-08,4e-08,1e-08,1e-08,-106.0,-5e-08,0,0.0
0.1212,0.5526,0.1374,9e-08,1.9101,182.0,0.0,33.0,38.0,86.0,21.0,4.0,56.18,117.71,98.49,132.43,498.5,0.0,2e-08,4e-08,1e-08,2e-08,-3.0,9.999999999999997e-09,0,0.0
0.2,0.5098,0.1435,1.3e-07,1.936,237.0,0.0,40.0,51.0,112.0,26.0,8.0,51.7,132.02,98.78,144.56,435.06,0.0,3e-08,5e-08,2e-08,3e-08,55.0,4e-08,0,0.0
0.0732,0.46,0.113,1e-07,1.8397,230.0,0.0,41.0,50.0,113.0,23.0,3.0,49.79,112.81,105.87,156.82,445.49,0.0,2e-08,5e-08,2e-08,1e-08,-7.0,-3.0000000000000004e-08,0,0.0
0.2593,0.6364,0.1697,8e-08,1.9767,165.0,0.0,27.0,33.0,77.0,21.0,7.0,53.5,121.12,101.32,159.57,367.73,0.0,2e-08,3e-08,1e-08,2e-08,-65.0,-1.9999999999999994e-08,0,0.0
